seqno,elev,row,col,missing,buffer,elev_orig,edge_map,ddir,flatcell,drec
1,,1,1,,True,,True,,False,
2,,1,2,,True,,True,,False,
3,,1,3,,True,,True,,False,
4,,1,4,,True,,True,,False,
5,,1,5,,True,,True,,False,
6,,1,6,,True,,True,,False,
7,,1,7,,True,,True,,False,
8,,1,8,,True,,True,,False,
9,,1,9,,True,,True,,False,
10,,1,10,,True,,True,,False,
11,,1,11,,True,,True,,False,
12,,1,12,,True,,True,,False,
13,,1,13,,True,,True,,False,
14,,1,14,,True,,True,,False,
15,,1,15,,True,,True,,False,
16,,1,16,,True,,True,,False,
17,,1,17,,True,,True,,False,
18,,1,18,,True,,True,,False,
19,,1,19,,True,,True,,False,
20,,1,20,,True,,True,,False,
21,,1,21,,True,,True,,False,
22,,1,22,,True,,True,,False,
23,,1,23,,True,,True,,False,
24,,1,24,,True,,True,,False,
25,,1,25,,True,,True,,False,
26,,1,26,,True,,True,,False,
27,,1,27,,True,,True,,False,
28,,1,28,,True,,True,,False,
29,,1,29,,True,,True,,False,
30,,1,30,,True,,True,,False,
31,,1,31,,True,,True,,False,
32,,1,32,,True,,True,,False,
33,,1,33,,True,,True,,False,
34,,1,34,,True,,True,,False,
35,,1,35,,True,,True,,False,
36,,1,36,,True,,True,,False,
37,,1,37,,True,,True,,False,
38,,1,38,,True,,True,,False,
39,,1,39,,True,,True,,False,
40,,1,40,,True,,True,,False,
41,,1,41,,True,,True,,False,
42,,1,42,,True,,True,,False,
43,,1,43,,True,,True,,False,
44,,1,44,,True,,True,,False,
45,,1,45,,True,,True,,False,
46,,1,46,,True,,True,,False,
47,,1,47,,True,,True,,False,
48,,1,48,,True,,True,,False,
49,,1,49,,True,,True,,False,
50,,1,50,,True,,True,,False,
51,,1,51,,True,,True,,False,
52,,1,52,,True,,True,,False,
53,,1,53,,True,,True,,False,
54,,1,54,,True,,True,,False,
55,,1,55,,True,,True,,False,
56,,1,56,,True,,True,,False,
57,,1,57,,True,,True,,False,
58,,1,58,,True,,True,,False,
59,,1,59,,True,,True,,False,
60,,1,60,,True,,True,,False,
61,,1,61,,True,,True,,False,
62,,1,62,,True,,True,,False,
63,,1,63,,True,,True,,False,
64,,1,64,,True,,True,,False,
65,,1,65,,True,,True,,False,
66,,1,66,,True,,True,,False,
67,,1,67,,True,,True,,False,
68,,1,68,,True,,True,,False,
69,,1,69,,True,,True,,False,
70,,1,70,,True,,True,,False,
71,,1,71,,True,,True,,False,
72,,1,72,,True,,True,,False,
73,,1,73,,True,,True,,False,
74,,1,74,,True,,True,,False,
75,,1,75,,True,,True,,False,
76,,1,76,,True,,True,,False,
77,,1,77,,True,,True,,False,
78,,1,78,,True,,True,,False,
79,,1,79,,True,,True,,False,
80,,1,80,,True,,True,,False,
81,,1,81,,True,,True,,False,
82,,1,82,,True,,True,,False,
83,,1,83,,True,,True,,False,
84,,1,84,,True,,True,,False,
85,,1,85,,True,,True,,False,
86,,1,86,,True,,True,,False,
87,,1,87,,True,,True,,False,
88,,1,88,,True,,True,,False,
89,,1,89,,True,,True,,False,
90,,1,90,,True,,True,,False,
91,,1,91,,True,,True,,False,
92,,1,92,,True,,True,,False,
93,,2,1,,True,,True,,False,
94,679.974,2,2,False,False,679.974,True,6,False,95
95,679.953,2,3,False,False,679.953,True,6,False,96
96,679.897,2,4,False,False,679.897,True,6,False,97
97,679.811,2,5,False,False,679.811,True,6,False,98
98,679.705,2,6,False,False,679.705,True,6,False,99
99,679.583,2,7,False,False,679.583,True,6,False,100
100,679.443,2,8,False,False,679.443,True,6,False,101
101,679.292,2,9,False,False,679.292,True,6,False,102
102,679.13,2,10,False,False,679.13,True,6,False,103
103,678.954,2,11,False,False,678.954,True,6,False,104
104,678.774,2,12,False,False,678.774,True,6,False,105
105,678.592,2,13,False,False,678.592,True,6,False,106
106,678.411,2,14,False,False,678.411,True,3,False,199
107,678.233,2,15,False,False,678.233,True,3,False,200
108,678.059,2,16,False,False,678.059,True,3,False,201
109,677.883,2,17,False,False,677.883,True,3,False,202
110,677.707,2,18,False,False,677.707,True,3,False,203
111,677.52,2,19,False,False,677.52,True,3,False,204
112,677.323,2,20,False,False,677.323,True,6,False,113
113,677.123,2,21,False,False,677.123,True,6,False,114
114,676.923,2,22,False,False,676.923,True,6,False,115
115,676.734,2,23,False,False,676.734,True,6,False,116
116,676.573,2,24,False,False,676.573,True,6,False,117
117,676.443,2,25,False,False,676.443,True,6,False,118
118,676.338,2,26,False,False,676.338,True,6,False,119
119,676.257,2,27,False,False,676.257,True,6,False,120
120,676.193,2,28,False,False,676.193,True,6,False,121
121,676.136,2,29,False,False,676.136,True,3,False,214
122,676.085,2,30,False,False,676.085,True,3,False,215
123,676.041,2,31,False,False,676.041,True,3,False,216
124,676.004,2,32,False,False,676.004,True,3,False,217
125,675.975,2,33,False,False,675.975,True,3,False,218
126,675.953,2,34,False,False,675.953,True,2,False,218
127,675.938,2,35,False,False,675.938,True,2,False,219
128,675.928,2,36,False,False,675.928,True,2,False,220
129,675.919,2,37,False,False,675.919,True,2,False,221
130,675.914,2,38,False,False,675.914,True,2,False,222
131,675.915,2,39,False,False,675.915,True,2,False,223
132,675.922,2,40,False,False,675.922,True,2,False,224
133,675.933,2,41,False,False,675.933,True,2,False,225
134,675.943,2,42,False,False,675.943,True,2,False,226
135,675.95,2,43,False,False,675.95,True,2,False,227
136,675.948,2,44,False,False,675.948,True,2,False,228
137,675.941,2,45,False,False,675.941,True,2,False,229
138,675.938,2,46,False,False,675.938,True,2,False,230
139,675.947,2,47,False,False,675.947,True,2,False,231
140,675.977,2,48,False,False,675.977,True,1,False,231
141,676.024,2,49,False,False,676.024,True,1,False,232
142,676.08,2,50,False,False,676.08,True,1,False,233
143,676.136,2,51,False,False,676.136,True,1,False,234
144,676.187,2,52,False,False,676.187,True,1,False,235
145,676.224,2,53,False,False,676.224,True,1,False,236
146,676.246,2,54,False,False,676.246,True,1,False,237
147,676.255,2,55,False,False,676.255,True,1,False,238
148,676.248,2,56,False,False,676.248,True,6,False,149
149,676.217,2,57,False,False,676.217,True,6,False,150
150,676.159,2,58,False,False,676.159,True,6,False,151
151,676.078,2,59,False,False,676.078,True,6,False,152
152,675.98,2,60,False,False,675.98,True,6,False,153
153,675.875,2,61,False,False,675.875,True,6,False,154
154,675.783,2,62,False,False,675.783,True,6,False,155
155,675.721,2,63,False,False,675.721,True,6,False,156
156,675.696,2,64,False,False,675.696,True,5,True,156
157,675.711,2,65,False,False,675.711,True,4,False,156
158,675.765,2,66,False,False,675.765,True,4,False,157
159,675.851,2,67,False,False,675.851,True,4,False,158
160,675.966,2,68,False,False,675.966,True,4,False,159
161,676.111,2,69,False,False,676.111,True,4,False,160
162,676.293,2,70,False,False,676.293,True,4,False,161
163,676.508,2,71,False,False,676.508,True,4,False,162
164,676.752,2,72,False,False,676.752,True,4,False,163
165,677.012,2,73,False,False,677.012,True,4,False,164
166,677.264,2,74,False,False,677.264,True,4,False,165
167,677.491,2,75,False,False,677.491,True,1,False,258
168,677.697,2,76,False,False,677.697,True,1,False,259
169,677.882,2,77,False,False,677.882,True,1,False,260
170,678.051,2,78,False,False,678.051,True,1,False,261
171,678.215,2,79,False,False,678.215,True,1,False,262
172,678.378,2,80,False,False,678.378,True,1,False,263
173,678.522,2,81,False,False,678.522,True,1,False,264
174,678.639,2,82,False,False,678.639,True,1,False,265
175,678.728,2,83,False,False,678.728,True,1,False,266
176,678.786,2,84,False,False,678.786,True,1,False,267
177,678.813,2,85,False,False,678.813,True,2,False,269
178,678.822,2,86,False,False,678.822,True,2,False,270
179,678.822,2,87,False,False,678.822,True,2,False,271
180,678.822,2,88,False,False,678.822,True,2,False,272
181,678.829,2,89,False,False,678.829,True,2,False,273
182,678.848,2,90,False,False,678.848,True,1,False,273
183,678.882,2,91,False,False,678.882,True,1,False,274
184,,2,92,,True,,True,,False,
185,,3,1,,True,,True,,False,
186,679.963,3,2,False,False,679.963,True,2,False,278
187,679.951,3,3,False,False,679.951,False,6,False,188
188,679.903,3,4,False,False,679.903,False,6,False,189
189,679.822,3,5,False,False,679.822,False,6,False,190
190,679.719,3,6,False,False,679.719,False,6,False,191
191,679.595,3,7,False,False,679.595,False,6,False,192
192,679.451,3,8,False,False,679.451,False,6,False,193
193,679.292,3,9,False,False,679.292,False,6,False,194
194,679.121,3,10,False,False,679.121,False,6,False,195
195,678.933,3,11,False,False,678.933,False,6,False,196
196,678.74,3,12,False,False,678.74,False,6,False,197
197,678.545,3,13,False,False,678.545,False,6,False,198
198,678.349,3,14,False,False,678.349,False,6,False,199
199,678.157,3,15,False,False,678.157,False,6,False,200
200,677.971,3,16,False,False,677.971,False,6,False,201
201,677.788,3,17,False,False,677.788,False,6,False,202
202,677.61,3,18,False,False,677.61,False,6,False,203
203,677.427,3,19,False,False,677.427,False,6,False,204
204,677.237,3,20,False,False,677.237,False,6,False,205
205,677.047,3,21,False,False,677.047,False,6,False,206
206,676.856,3,22,False,False,676.856,False,6,False,207
207,676.675,3,23,False,False,676.675,False,6,False,208
208,676.524,3,24,False,False,676.524,False,6,False,209
209,676.405,3,25,False,False,676.405,False,6,False,210
210,676.311,3,26,False,False,676.311,False,6,False,211
211,676.238,3,27,False,False,676.238,False,6,False,212
212,676.178,3,28,False,False,676.178,False,6,False,213
213,676.12,3,29,False,False,676.12,False,6,False,214
214,676.06,3,30,False,False,676.06,False,6,False,215
215,676.004,3,31,False,False,676.004,False,3,False,308
216,675.954,3,32,False,False,675.954,False,3,False,309
217,675.91,3,33,False,False,675.91,False,3,False,310
218,675.873,3,34,False,False,675.873,False,3,False,311
219,675.847,3,35,False,False,675.847,False,2,False,311
220,675.828,3,36,False,False,675.828,False,2,False,312
221,675.814,3,37,False,False,675.814,False,2,False,313
222,675.808,3,38,False,False,675.808,False,2,False,314
223,675.812,3,39,False,False,675.812,False,2,False,315
224,675.824,3,40,False,False,675.824,False,2,False,316
225,675.84,3,41,False,False,675.84,False,2,False,317
226,675.856,3,42,False,False,675.856,False,2,False,318
227,675.866,3,43,False,False,675.866,False,2,False,319
228,675.868,3,44,False,False,675.868,False,2,False,320
229,675.863,3,45,False,False,675.863,False,2,False,321
230,675.862,3,46,False,False,675.862,False,2,False,322
231,675.873,3,47,False,False,675.873,False,2,False,323
232,675.905,3,48,False,False,675.905,False,2,False,324
233,675.955,3,49,False,False,675.955,False,1,False,324
234,676.015,3,50,False,False,676.015,False,1,False,325
235,676.077,3,51,False,False,676.077,False,1,False,326
236,676.135,3,52,False,False,676.135,False,1,False,327
237,676.181,3,53,False,False,676.181,False,1,False,328
238,676.212,3,54,False,False,676.212,False,1,False,329
239,676.231,3,55,False,False,676.231,False,1,False,330
240,676.237,3,56,False,False,676.237,False,1,False,331
241,676.221,3,57,False,False,676.221,False,9,False,150
242,676.18,3,58,False,False,676.18,False,9,False,151
243,676.118,3,59,False,False,676.118,False,9,False,152
244,676.039,3,60,False,False,676.039,False,9,False,153
245,675.952,3,61,False,False,675.952,False,9,False,154
246,675.875,3,62,False,False,675.875,False,9,False,155
247,675.823,3,63,False,False,675.823,False,8,False,155
248,675.805,3,64,False,False,675.805,False,8,False,156
249,675.82,3,65,False,False,675.82,False,8,False,157
250,675.869,3,66,False,False,675.869,False,7,False,157
251,675.944,3,67,False,False,675.944,False,7,False,158
252,676.04,3,68,False,False,676.04,False,7,False,159
253,676.157,3,69,False,False,676.157,False,7,False,160
254,676.307,3,70,False,False,676.307,False,4,False,253
255,676.485,3,71,False,False,676.485,False,4,False,254
256,676.691,3,72,False,False,676.691,False,4,False,255
257,676.917,3,73,False,False,676.917,False,4,False,256
258,677.14,3,74,False,False,677.14,False,1,False,349
259,677.343,3,75,False,False,677.343,False,1,False,350
260,677.529,3,76,False,False,677.529,False,1,False,351
261,677.701,3,77,False,False,677.701,False,1,False,352
262,677.862,3,78,False,False,677.862,False,1,False,353
263,678.026,3,79,False,False,678.026,False,1,False,354
264,678.195,3,80,False,False,678.195,False,1,False,355
265,678.351,3,81,False,False,678.351,False,1,False,356
266,678.484,3,82,False,False,678.484,False,1,False,357
267,678.59,3,83,False,False,678.59,False,1,False,358
268,678.663,3,84,False,False,678.663,False,1,False,359
269,678.705,3,85,False,False,678.705,False,1,False,360
270,678.727,3,86,False,False,678.727,False,2,False,362
271,678.738,3,87,False,False,678.738,False,2,False,363
272,678.745,3,88,False,False,678.745,False,2,False,364
273,678.759,3,89,False,False,678.759,False,2,False,365
274,678.786,3,90,False,False,678.786,False,1,False,365
275,678.829,3,91,False,False,678.829,True,1,False,366
276,,3,92,,True,,True,,False,
277,,4,1,,True,,True,,False,
278,679.928,4,2,False,False,679.928,True,2,False,370
279,679.924,4,3,False,False,679.924,False,3,False,372
280,679.884,4,4,False,False,679.884,False,3,False,373
281,679.81,4,5,False,False,679.81,False,6,False,282
282,679.713,4,6,False,False,679.713,False,6,False,283
283,679.591,4,7,False,False,679.591,False,6,False,284
284,679.445,4,8,False,False,679.445,False,6,False,285
285,679.283,4,9,False,False,679.283,False,6,False,286
286,679.104,4,10,False,False,679.104,False,6,False,287
287,678.906,4,11,False,False,678.906,False,6,False,288
288,678.703,4,12,False,False,678.703,False,6,False,289
289,678.499,4,13,False,False,678.499,False,6,False,290
290,678.294,4,14,False,False,678.294,False,6,False,291
291,678.094,4,15,False,False,678.094,False,6,False,292
292,677.903,4,16,False,False,677.903,False,6,False,293
293,677.718,4,17,False,False,677.718,False,6,False,294
294,677.54,4,18,False,False,677.54,False,6,False,295
295,677.364,4,19,False,False,677.364,False,6,False,296
296,677.185,4,20,False,False,677.185,False,6,False,297
297,677.006,4,21,False,False,677.006,False,6,False,298
298,676.826,4,22,False,False,676.826,False,6,False,299
299,676.656,4,23,False,False,676.656,False,6,False,300
300,676.514,4,24,False,False,676.514,False,6,False,301
301,676.402,4,25,False,False,676.402,False,6,False,302
302,676.313,4,26,False,False,676.313,False,6,False,303
303,676.243,4,27,False,False,676.243,False,6,False,304
304,676.183,4,28,False,False,676.183,False,6,False,305
305,676.12,4,29,False,False,676.12,False,6,False,306
306,676.051,4,30,False,False,676.051,False,6,False,307
307,675.982,4,31,False,False,675.982,False,6,False,308
308,675.918,4,32,False,False,675.918,False,3,False,401
309,675.859,4,33,False,False,675.859,False,3,False,402
310,675.808,4,34,False,False,675.808,False,3,False,403
311,675.772,4,35,False,False,675.772,False,3,False,404
312,675.746,4,36,False,False,675.746,False,2,False,404
313,675.73,4,37,False,False,675.73,False,2,False,405
314,675.725,4,38,False,False,675.725,False,2,False,406
315,675.731,4,39,False,False,675.731,False,2,False,407
316,675.743,4,40,False,False,675.743,False,2,False,408
317,675.759,4,41,False,False,675.759,False,2,False,409
318,675.773,4,42,False,False,675.773,False,2,False,410
319,675.782,4,43,False,False,675.782,False,2,False,411
320,675.782,4,44,False,False,675.782,False,2,False,412
321,675.779,4,45,False,False,675.779,False,2,False,413
322,675.779,4,46,False,False,675.779,False,2,False,414
323,675.792,4,47,False,False,675.792,False,2,False,415
324,675.825,4,48,False,False,675.825,False,2,False,416
325,675.878,4,49,False,False,675.878,False,1,False,416
326,675.942,4,50,False,False,675.942,False,1,False,417
327,676.009,4,51,False,False,676.009,False,1,False,418
328,676.074,4,52,False,False,676.074,False,1,False,419
329,676.13,4,53,False,False,676.13,False,1,False,420
330,676.172,4,54,False,False,676.172,False,1,False,421
331,676.204,4,55,False,False,676.204,False,1,False,422
332,676.224,4,56,False,False,676.224,False,1,False,423
333,676.223,4,57,False,False,676.223,False,9,False,242
334,676.196,4,58,False,False,676.196,False,9,False,243
335,676.15,4,59,False,False,676.15,False,9,False,244
336,676.088,4,60,False,False,676.088,False,9,False,245
337,676.017,4,61,False,False,676.017,False,9,False,246
338,675.953,4,62,False,False,675.953,False,9,False,247
339,675.909,4,63,False,False,675.909,False,8,False,247
340,675.893,4,64,False,False,675.893,False,8,False,248
341,675.906,4,65,False,False,675.906,False,8,False,249
342,675.947,4,66,False,False,675.947,False,7,False,249
343,676.01,4,67,False,False,676.01,False,7,False,250
344,676.089,4,68,False,False,676.089,False,7,False,251
345,676.183,4,69,False,False,676.183,False,7,False,252
346,676.301,4,70,False,False,676.301,False,4,False,345
347,676.445,4,71,False,False,676.445,False,4,False,346
348,676.615,4,72,False,False,676.615,False,4,False,347
349,676.807,4,73,False,False,676.807,False,1,False,440
350,677.004,4,74,False,False,677.004,False,1,False,441
351,677.187,4,75,False,False,677.187,False,1,False,442
352,677.358,4,76,False,False,677.358,False,1,False,443
353,677.52,4,77,False,False,677.52,False,1,False,444
354,677.677,4,78,False,False,677.677,False,1,False,445
355,677.84,4,79,False,False,677.84,False,1,False,446
356,678.012,4,80,False,False,678.012,False,1,False,447
357,678.176,4,81,False,False,678.176,False,1,False,448
358,678.32,4,82,False,False,678.32,False,1,False,449
359,678.439,4,83,False,False,678.439,False,1,False,450
360,678.525,4,84,False,False,678.525,False,1,False,451
361,678.58,4,85,False,False,678.58,False,1,False,452
362,678.614,4,86,False,False,678.614,False,2,False,454
363,678.635,4,87,False,False,678.635,False,2,False,455
364,678.65,4,88,False,False,678.65,False,2,False,456
365,678.671,4,89,False,False,678.671,False,2,False,457
366,678.705,4,90,False,False,678.705,False,2,False,458
367,678.754,4,91,False,False,678.754,True,1,False,458
368,,4,92,,True,,True,,False,
369,,5,1,,True,,True,,False,
370,679.871,5,2,False,False,679.871,True,2,False,462
371,679.873,5,3,False,False,679.873,False,2,False,463
372,679.841,5,4,False,False,679.841,False,3,False,465
373,679.776,5,5,False,False,679.776,False,3,False,466
374,679.688,5,6,False,False,679.688,False,6,False,375
375,679.571,5,7,False,False,679.571,False,6,False,376
376,679.427,5,8,False,False,679.427,False,6,False,377
377,679.264,5,9,False,False,679.264,False,6,False,378
378,679.081,5,10,False,False,679.081,False,6,False,379
379,678.875,5,11,False,False,678.875,False,6,False,380
380,678.664,5,12,False,False,678.664,False,6,False,381
381,678.455,5,13,False,False,678.455,False,6,False,382
382,678.245,5,14,False,False,678.245,False,6,False,383
383,678.043,5,15,False,False,678.043,False,6,False,384
384,677.854,5,16,False,False,677.854,False,6,False,385
385,677.672,5,17,False,False,677.672,False,6,False,386
386,677.501,5,18,False,False,677.501,False,6,False,387
387,677.335,5,19,False,False,677.335,False,6,False,388
388,677.167,5,20,False,False,677.167,False,6,False,389
389,677.0,5,21,False,False,677.0,False,6,False,390
390,676.833,5,22,False,False,676.833,False,6,False,391
391,676.673,5,23,False,False,676.673,False,6,False,392
392,676.537,5,24,False,False,676.537,False,6,False,393
393,676.43,5,25,False,False,676.43,False,6,False,394
394,676.341,5,26,False,False,676.341,False,6,False,395
395,676.269,5,27,False,False,676.269,False,6,False,396
396,676.204,5,28,False,False,676.204,False,6,False,397
397,676.133,5,29,False,False,676.133,False,6,False,398
398,676.054,5,30,False,False,676.054,False,6,False,399
399,675.973,5,31,False,False,675.973,False,6,False,400
400,675.895,5,32,False,False,675.895,False,6,False,401
401,675.822,5,33,False,False,675.822,False,3,False,494
402,675.758,5,34,False,False,675.758,False,3,False,495
403,675.713,5,35,False,False,675.713,False,3,False,496
404,675.683,5,36,False,False,675.683,False,2,False,496
405,675.666,5,37,False,False,675.666,False,2,False,497
406,675.662,5,38,False,False,675.662,False,2,False,498
407,675.668,5,39,False,False,675.668,False,2,False,499
408,675.678,5,40,False,False,675.678,False,2,False,500
409,675.689,5,41,False,False,675.689,False,2,False,501
410,675.698,5,42,False,False,675.698,False,2,False,502
411,675.701,5,43,False,False,675.701,False,2,False,503
412,675.697,5,44,False,False,675.697,False,2,False,504
413,675.692,5,45,False,False,675.692,False,2,False,505
414,675.692,5,46,False,False,675.692,False,2,False,506
415,675.706,5,47,False,False,675.706,False,2,False,507
416,675.74,5,48,False,False,675.74,False,2,False,508
417,675.794,5,49,False,False,675.794,False,1,False,508
418,675.86,5,50,False,False,675.86,False,1,False,509
419,675.931,5,51,False,False,675.931,False,1,False,510
420,676.004,5,52,False,False,676.004,False,1,False,511
421,676.071,5,53,False,False,676.071,False,1,False,512
422,676.127,5,54,False,False,676.127,False,1,False,513
423,676.172,5,55,False,False,676.172,False,1,False,514
424,676.205,5,56,False,False,676.205,False,1,False,515
425,676.214,5,57,False,False,676.214,False,1,False,516
426,676.198,5,58,False,False,676.198,False,3,False,519
427,676.163,5,59,False,False,676.163,False,9,False,336
428,676.114,5,60,False,False,676.114,False,9,False,337
429,676.056,5,61,False,False,676.056,False,9,False,338
430,676.003,5,62,False,False,676.003,False,9,False,339
431,675.967,5,63,False,False,675.967,False,8,False,339
432,675.953,5,64,False,False,675.953,False,8,False,340
433,675.962,5,65,False,False,675.962,False,8,False,341
434,675.996,5,66,False,False,675.996,False,7,False,341
435,676.05,5,67,False,False,676.05,False,7,False,342
436,676.115,5,68,False,False,676.115,False,7,False,343
437,676.19,5,69,False,False,676.19,False,4,False,436
438,676.282,5,70,False,False,676.282,False,4,False,437
439,676.396,5,71,False,False,676.396,False,4,False,438
440,676.534,5,72,False,False,676.534,False,4,False,439
441,676.697,5,73,False,False,676.697,False,1,False,532
442,676.871,5,74,False,False,676.871,False,1,False,533
443,677.038,5,75,False,False,677.038,False,1,False,534
444,677.196,5,76,False,False,677.196,False,1,False,535
445,677.349,5,77,False,False,677.349,False,1,False,536
446,677.499,5,78,False,False,677.499,False,1,False,537
447,677.657,5,79,False,False,677.657,False,1,False,538
448,677.826,5,80,False,False,677.826,False,1,False,539
449,677.993,5,81,False,False,677.993,False,1,False,540
450,678.144,5,82,False,False,678.144,False,1,False,541
451,678.272,5,83,False,False,678.272,False,1,False,542
452,678.369,5,84,False,False,678.369,False,1,False,543
453,678.436,5,85,False,False,678.436,False,1,False,544
454,678.483,5,86,False,False,678.483,False,2,False,546
455,678.515,5,87,False,False,678.515,False,2,False,547
456,678.539,5,88,False,False,678.539,False,2,False,548
457,678.567,5,89,False,False,678.567,False,2,False,549
458,678.605,5,90,False,False,678.605,False,2,False,550
459,678.657,5,91,False,False,678.657,True,1,False,550
460,,5,92,,True,,True,,False,
461,,6,1,,True,,True,,False,
462,679.801,6,2,False,False,679.801,True,2,False,554
463,679.807,6,3,False,False,679.807,False,2,False,555
464,679.781,6,4,False,False,679.781,False,3,False,557
465,679.724,6,5,False,False,679.724,False,3,False,558
466,679.642,6,6,False,False,679.642,False,3,False,559
467,679.531,6,7,False,False,679.531,False,3,False,560
468,679.39,6,8,False,False,679.39,False,6,False,469
469,679.228,6,9,False,False,679.228,False,6,False,470
470,679.042,6,10,False,False,679.042,False,6,False,471
471,678.832,6,11,False,False,678.832,False,6,False,472
472,678.619,6,12,False,False,678.619,False,6,False,473
473,678.408,6,13,False,False,678.408,False,6,False,474
474,678.198,6,14,False,False,678.198,False,6,False,475
475,677.999,6,15,False,False,677.999,False,6,False,476
476,677.816,6,16,False,False,677.816,False,6,False,477
477,677.642,6,17,False,False,677.642,False,6,False,478
478,677.48,6,18,False,False,677.48,False,6,False,479
479,677.326,6,19,False,False,677.326,False,6,False,480
480,677.172,6,20,False,False,677.172,False,6,False,481
481,677.017,6,21,False,False,677.017,False,6,False,482
482,676.862,6,22,False,False,676.862,False,6,False,483
483,676.711,6,23,False,False,676.711,False,6,False,484
484,676.58,6,24,False,False,676.58,False,6,False,485
485,676.473,6,25,False,False,676.473,False,9,False,394
486,676.382,6,26,False,False,676.382,False,9,False,395
487,676.305,6,27,False,False,676.305,False,6,False,488
488,676.232,6,28,False,False,676.232,False,6,False,489
489,676.153,6,29,False,False,676.153,False,6,False,490
490,676.065,6,30,False,False,676.065,False,6,False,491
491,675.973,6,31,False,False,675.973,False,6,False,492
492,675.884,6,32,False,False,675.884,False,6,False,493
493,675.799,6,33,False,False,675.799,False,6,False,494
494,675.726,6,34,False,False,675.726,False,3,False,587
495,675.672,6,35,False,False,675.672,False,3,False,588
496,675.638,6,36,False,False,675.638,False,3,False,589
497,675.62,6,37,False,False,675.62,False,2,False,589
498,675.616,6,38,False,False,675.616,False,2,False,590
499,675.621,6,39,False,False,675.621,False,2,False,591
500,675.628,6,40,False,False,675.628,False,2,False,592
501,675.633,6,41,False,False,675.633,False,2,False,593
502,675.633,6,42,False,False,675.633,False,2,False,594
503,675.628,6,43,False,False,675.628,False,2,False,595
504,675.618,6,44,False,False,675.618,False,2,False,596
505,675.609,6,45,False,False,675.609,False,2,False,597
506,675.607,6,46,False,False,675.607,False,2,False,598
507,675.619,6,47,False,False,675.619,False,2,False,599
508,675.652,6,48,False,False,675.652,False,2,False,600
509,675.705,6,49,False,False,675.705,False,1,False,600
510,675.772,6,50,False,False,675.772,False,1,False,601
511,675.845,6,51,False,False,675.845,False,1,False,602
512,675.925,6,52,False,False,675.925,False,1,False,603
513,676.003,6,53,False,False,676.003,False,1,False,604
514,676.071,6,54,False,False,676.071,False,1,False,605
515,676.128,6,55,False,False,676.128,False,1,False,606
516,676.169,6,56,False,False,676.169,False,1,False,607
517,676.185,6,57,False,False,676.185,False,2,False,609
518,676.173,6,58,False,False,676.173,False,3,False,611
519,676.144,6,59,False,False,676.144,False,3,False,612
520,676.104,6,60,False,False,676.104,False,3,False,613
521,676.058,6,61,False,False,676.058,False,3,False,614
522,676.017,6,62,False,False,676.017,False,9,False,431
523,675.989,6,63,False,False,675.989,False,9,False,432
524,675.978,6,64,False,False,675.978,False,8,False,432
525,675.986,6,65,False,False,675.986,False,8,False,433
526,676.015,6,66,False,False,676.015,False,7,False,433
527,676.061,6,67,False,False,676.061,False,4,False,526
528,676.116,6,68,False,False,676.116,False,4,False,527
529,676.178,6,69,False,False,676.178,False,4,False,528
530,676.253,6,70,False,False,676.253,False,1,False,621
531,676.344,6,71,False,False,676.344,False,1,False,622
532,676.457,6,72,False,False,676.457,False,1,False,623
533,676.598,6,73,False,False,676.598,False,1,False,624
534,676.754,6,74,False,False,676.754,False,1,False,625
535,676.909,6,75,False,False,676.909,False,1,False,626
536,677.055,6,76,False,False,677.055,False,1,False,627
537,677.197,6,77,False,False,677.197,False,1,False,628
538,677.336,6,78,False,False,677.336,False,1,False,629
539,677.485,6,79,False,False,677.485,False,1,False,630
540,677.645,6,80,False,False,677.645,False,1,False,631
541,677.806,6,81,False,False,677.806,False,1,False,632
542,677.958,6,82,False,False,677.958,False,1,False,633
543,678.092,6,83,False,False,678.092,False,1,False,634
544,678.196,6,84,False,False,678.196,False,1,False,635
545,678.275,6,85,False,False,678.275,False,1,False,636
546,678.334,6,86,False,False,678.334,False,1,False,637
547,678.378,6,87,False,False,678.378,False,2,False,639
548,678.412,6,88,False,False,678.412,False,2,False,640
549,678.448,6,89,False,False,678.448,False,2,False,641
550,678.49,6,90,False,False,678.49,False,2,False,642
551,678.545,6,91,False,False,678.545,True,1,False,642
552,,6,92,,True,,True,,False,
553,,7,1,,True,,True,,False,
554,679.714,7,2,False,False,679.714,True,2,False,646
555,679.724,7,3,False,False,679.724,False,2,False,647
556,679.702,7,4,False,False,679.702,False,3,False,649
557,679.649,7,5,False,False,679.649,False,3,False,650
558,679.571,7,6,False,False,679.571,False,3,False,651
559,679.464,7,7,False,False,679.464,False,3,False,652
560,679.325,7,8,False,False,679.325,False,3,False,653
561,679.164,7,9,False,False,679.164,False,3,False,654
562,678.981,7,10,False,False,678.981,False,6,False,563
563,678.773,7,11,False,False,678.773,False,6,False,564
564,678.561,7,12,False,False,678.561,False,6,False,565
565,678.354,7,13,False,False,678.354,False,6,False,566
566,678.149,7,14,False,False,678.149,False,6,False,567
567,677.956,7,15,False,False,677.956,False,6,False,568
568,677.78,7,16,False,False,677.78,False,6,False,569
569,677.616,7,17,False,False,677.616,False,6,False,570
570,677.465,7,18,False,False,677.465,False,6,False,571
571,677.324,7,19,False,False,677.324,False,6,False,572
572,677.183,7,20,False,False,677.183,False,6,False,573
